s,t,V_theoretical,mc_mean,mc_std,mc_p50,mc_p90,mc_p99,success_rate
29,18,4.724576473236084,4.748000144958496,3.636549949645996,4.0,10.0,17.020000457763672,1.0
29,19,6.549685955047607,6.5329999923706055,5.3485426902771,5.0,13.0,25.0,1.0
29,20,4.777317047119141,4.7230000495910645,3.593921422958374,4.0,10.0,17.010000228881836,1.0
29,21,6.271988868713379,6.123000144958496,5.019947528839111,5.0,13.0,23.020000457763672,1.0
29,22,5.303310871124268,5.52400016784668,4.408336162567139,4.0,11.0,20.0,1.0
29,23,4.7703704833984375,4.758999824523926,3.719532012939453,4.0,9.0,18.010000228881836,1.0
29,24,5.0540313720703125,4.853000164031982,3.5184357166290283,4.0,9.0,16.0,1.0
29,25,5.9197998046875,5.8979997634887695,4.962620258331299,4.0,13.0,21.0,1.0
29,26,4.088212013244629,4.178999900817871,3.2001497745513916,3.0,8.0,15.010000228881836,1.0
29,27,3.9507031440734863,3.9019999504089355,3.99204158782959,2.0,9.0,19.010000228881836,1.0
29,28,1.5,1.5230000019073486,0.8885218501091003,1.0,3.0,5.0,1.0
29,30,2.14870285987854,2.1410000324249268,2.3998165130615234,1.0,5.0,12.010000228881836,1.0
29,31,2.420661211013794,2.4619998931884766,2.2348504066467285,2.0,5.0,11.0,1.0
29,32,3.8016538619995117,3.7890000343322754,3.145231246948242,3.0,8.0,15.0,1.0
29,33,4.60094690322876,4.578000068664551,4.269885063171387,3.0,10.0,20.0,1.0
29,34,2.950127363204956,2.9860000610351562,2.0975708961486816,2.0,6.0,11.0,1.0
29,35,3.9528989791870117,3.821000099182129,3.504990577697754,3.0,8.0,17.0,1.0
29,36,3.155357599258423,3.197999954223633,2.759854316711426,2.0,7.0,13.0,1.0
29,37,4.664128303527832,4.724999904632568,3.915785312652588,4.0,10.0,20.010000228881836,1.0
29,38,3.754789113998413,3.684000015258789,3.0446910858154297,3.0,7.0,14.010000228881836,1.0
29,39,3.4720144271850586,3.437000036239624,3.193122625350952,2.0,8.0,13.0,1.0
29,40,3.652190685272217,3.76200008392334,3.0609402656555176,3.0,8.0,14.010000228881836,1.0
29,41,5.194214820861816,5.10699987411499,4.595818996429443,4.0,12.0,21.010000228881836,1.0
29,42,3.111398458480835,3.0950000286102295,2.7125587463378906,2.0,7.0,12.010000228881836,1.0
29,43,4.560970306396484,4.451000213623047,3.6243066787719727,3.0,10.0,17.0,1.0
29,44,3.4382107257843018,3.4600000381469727,2.6959969997406006,3.0,7.0,13.0,1.0
29,45,5.288399696350098,5.5,4.374471187591553,4.0,11.0,21.010000228881836,1.0
29,46,4.023109436035156,4.27400016784668,3.2160418033599854,3.0,9.0,15.010000228881836,1.0
29,47,3.3748700618743896,3.309000015258789,2.6984291076660156,3.0,7.0,13.0,1.0
29,48,3.5772950649261475,3.5320000648498535,2.8696649074554443,3.0,7.0,14.010000228881836,1.0
29,49,4.825822830200195,5.039999961853027,3.9646434783935547,4.0,10.0,17.0,1.0
29,50,3.359438419342041,3.4700000286102295,2.3501274585723877,3.0,6.0,12.0,1.0
29,51,4.831357002258301,4.835000038146973,3.461758852005005,4.0,9.100000381469727,16.0,1.0
29,52,3.949383020401001,4.181000232696533,2.9903573989868164,3.0,8.0,14.0,1.0
29,53,4.9827470779418945,4.88100004196167,3.384204149246216,4.0,9.0,16.0,1.0
29,54,3.5572588443756104,3.5139999389648438,2.1581945419311523,3.0,6.0,10.010000228881836,1.0
29,55,3.4810781478881836,3.5510001182556152,2.944044589996338,3.0,7.0,14.010000228881836,1.0
29,56,3.6365275382995605,3.572000026702881,2.50455904006958,3.0,7.0,12.0,1.0
29,57,4.2863383293151855,4.367000102996826,2.96585750579834,4.0,8.0,13.0,1.0
29,58,3.1869447231292725,3.2269999980926514,2.1315419673919678,3.0,6.0,11.0,1.0
29,59,4.200058460235596,4.294000148773193,3.0462377071380615,4.0,8.0,15.0,1.0
29,60,3.253356695175171,3.247999906539917,2.0881800651550293,3.0,6.0,11.0,1.0
29,61,4.234268665313721,4.267000198364258,2.523036003112793,4.0,8.0,13.0,1.0
29,62,3.291886806488037,3.3429999351501465,1.928561806678772,3.0,6.0,10.0,1.0
29,63,3.900024890899658,3.815000057220459,2.586653232574463,3.0,7.0,12.0,1.0
29,64,1.4195287227630615,1.4149999618530273,0.6654134392738342,1.0,2.0,4.0,1.0
30,0,42.3473014831543,41.33000183105469,27.276165008544922,35.0,76.0,136.08999633789062,1.0
30,1,29.714706420898438,29.844999313354492,21.157527923583984,25.0,57.099998474121094,101.0,1.0
30,2,19.876413345336914,19.958999633789062,15.040987968444824,16.0,41.0,71.01000213623047,1.0
30,3,17.764680862426758,17.680999755859375,14.228395462036133,14.0,37.0,68.0199966430664,1.0
30,4,10.28532600402832,9.654000282287598,7.395153045654297,8.0,19.0,36.02000045776367,1.0
30,5,9.27863597869873,9.142000198364258,6.836215019226074,7.0,18.0,34.0099983215332,1.0
30,6,6.926303863525391,6.914000034332275,4.787128925323486,6.0,13.0,22.010000228881836,1.0
30,7,5.3689374923706055,5.438000202178955,3.9512221813201904,4.0,11.0,20.0,1.0
30,8,4.486818313598633,4.48799991607666,3.3099629878997803,3.0,9.0,17.0,1.0
30,9,5.933121681213379,6.183000087738037,4.810562610626221,5.0,12.100000381469727,24.0,1.0
30,10,3.806234121322632,3.7690000534057617,2.7102839946746826,3.0,7.0,13.010000228881836,1.0
30,11,4.624342918395996,4.452000141143799,3.7762012481689453,3.0,10.0,16.010000228881836,1.0
30,12,3.596008539199829,3.7079999446868896,2.686770439147949,3.0,7.0,12.010000228881836,1.0
30,13,4.482424259185791,4.627999782562256,3.876546859741211,3.0,9.0,18.010000228881836,1.0
30,14,3.7562313079833984,3.7139999866485596,2.819610595703125,3.0,7.0,14.0,1.0
30,15,4.12673282623291,4.076000213623047,3.2193515300750732,3.0,8.0,16.0,1.0
30,16,4.144071578979492,4.27400016784668,3.459902286529541,3.0,9.0,17.0,1.0
30,17,5.730574131011963,5.9029998779296875,4.5079474449157715,5.0,12.0,20.0,1.0
30,18,4.789078235626221,4.705999851226807,3.5929882526397705,4.0,9.0,18.0,1.0
30,19,6.707714080810547,6.573999881744385,4.8625640869140625,5.0,13.0,23.0,1.0
30,20,4.957509517669678,4.9079999923706055,3.6844992637634277,4.0,10.0,19.0,1.0
30,21,6.290456295013428,6.428999900817871,5.219478607177734,5.0,13.0,24.010000228881836,1.0
30,22,5.708245277404785,5.708000183105469,4.37821102142334,5.0,11.100000381469727,22.0,1.0
30,23,5.263052940368652,5.160999774932861,3.6610217094421387,4.0,10.0,19.0,1.0
30,24,5.271866321563721,5.381999969482422,3.7226438522338867,4.0,10.0,18.0,1.0
30,25,6.453515529632568,6.506999969482422,4.934971809387207,5.0,13.0,23.020000457763672,1.0
30,26,4.49521017074585,4.519000053405762,3.002272129058838,4.0,9.0,15.0,1.0
30,27,5.824993133544922,5.861000061035156,4.326624393463135,5.0,11.0,20.010000228881836,1.0
30,28,3.7554781436920166,3.934999942779541,3.2904067039489746,3.0,8.0,16.010000228881836,1.0
30,29,4.175722122192383,4.0329999923706055,3.5309929847717285,3.0,9.0,16.010000228881836,1.0
30,31,2.6067211627960205,2.5929999351501465,2.231894016265869,2.0,5.0,11.0,1.0
30,32,3.8064379692077637,3.8410000801086426,3.225789785385132,3.0,8.0,16.010000228881836,1.0
30,33,4.87077522277832,4.808000087738037,4.219613552093506,3.0,10.0,20.0,1.0
30,34,2.6555655002593994,2.6989998817443848,2.2690083980560303,2.0,6.0,11.0,1.0
30,35,4.336949825286865,4.296000003814697,3.5211341381073,3.0,9.0,18.0,1.0
30,36,3.450011968612671,3.575000047683716,2.756877899169922,3.0,7.0,13.0,1.0
30,37,4.859094619750977,4.808000087738037,3.839939594268799,4.0,10.0,18.0,1.0
30,38,3.952363967895508,4.01800012588501,3.0557610988616943,3.0,8.0,14.0,1.0
30,39,3.9373269081115723,3.8340001106262207,3.1161587238311768,3.0,8.0,15.0,1.0
30,40,3.650613784790039,3.4609999656677246,2.9957435131073,3.0,7.0,15.0,1.0
30,41,5.540328502655029,5.434000015258789,4.576422691345215,4.0,12.0,22.0,1.0
30,42,3.626258373260498,3.5759999752044678,2.576475143432617,3.0,7.0,13.0,1.0
30,43,4.822257995605469,4.764999866485596,3.688600778579712,4.0,9.0,18.0,1.0
30,44,3.5911900997161865,3.621000051498413,2.591014862060547,3.0,7.0,13.0,1.0
30,45,4.929499626159668,4.857999801635742,3.95548152923584,4.0,10.0,18.010000228881836,1.0
30,46,3.923912763595581,4.039999961853027,3.3124613761901855,3.0,8.100000381469727,16.0,1.0
30,47,4.148138999938965,4.091000080108643,2.756577491760254,3.0,8.0,14.010000228881836,1.0
30,48,4.17831563949585,4.080999851226807,2.574575424194336,4.0,7.0,13.0,1.0
30,49,5.041283130645752,4.922999858856201,3.327922821044922,4.0,9.0,17.010000228881836,1.0
30,50,3.504998207092285,3.493000030517578,2.191335439682007,3.0,6.0,11.0,1.0
30,51,4.837375164031982,4.688000202178955,3.153197765350342,4.0,9.0,15.010000228881836,1.0
30,52,3.671347141265869,3.694000005722046,2.857684850692749,3.0,7.0,14.0,1.0
30,53,5.081238746643066,5.126999855041504,3.2974038124084473,4.0,10.0,16.010000228881836,1.0
30,54,3.6838083267211914,3.7149999141693115,2.285557746887207,3.0,7.0,12.0,1.0
30,55,3.4730324745178223,3.4030001163482666,2.5974199771881104,3.0,7.0,12.010000228881836,1.0
30,56,3.7424123287200928,3.640000104904175,2.379579782485962,3.0,7.0,13.0,1.0
30,57,4.439358234405518,4.413000106811523,2.6104464530944824,4.0,8.0,13.0,1.0
30,58,3.3151955604553223,3.312999963760376,1.8950016498565674,3.0,6.0,10.0,1.0
30,59,4.476775646209717,4.564000129699707,2.9044628143310547,4.0,8.0,15.010000228881836,1.0
30,60,3.2407426834106445,3.2360000610351562,2.0775716304779053,3.0,6.0,11.0,1.0
30,61,4.347134590148926,4.4039998054504395,2.502955198287964,4.0,8.0,13.0,1.0
30,62,3.371666669845581,3.3610000610351562,2.0982561111450195,3.0,6.0,11.0,1.0
30,63,3.8924994468688965,3.8889999389648438,2.5461106300354004,3.0,7.0,12.0,1.0
30,64,1.4830633401870728,1.496999979019165,0.7071003913879395,1.0,2.0,4.0,1.0
31,0,42.45440673828125,43.6879997253418,28.676517486572266,38.0,83.0,133.02999877929688,1.0
31,1,29.822664260864258,28.974000930786133,19.806650161743164,24.0,55.0,101.01000213623047,1.0
31,2,19.984445571899414,20.25200080871582,16.549034118652344,16.0,40.0,78.05999755859375,1.0
31,3,17.866840362548828,18.445999145507812,14.47463607788086,14.0,38.0,70.01000213623047,1.0
31,4,10.36327075958252,10.454999923706055,8.477970123291016,8.0,21.0,42.0,1.0
31,5,9.280143737792969,9.187000274658203,7.129377841949463,8.0,18.0,35.0,1.0
31,6,7.00137996673584,6.785999774932861,5.097470760345459,5.0,13.0,25.010000228881836,1.0
31,7,5.374505043029785,5.369999885559082,3.9558942317962646,4.0,10.0,19.010000228881836,1.0
31,8,4.575865745544434,4.480999946594238,3.118595600128174,4.0,9.0,16.010000228881836,1.0
31,9,5.902191162109375,5.940000057220459,4.330865859985352,5.0,12.0,22.0,1.0
31,10,3.8688724040985107,3.799999952316284,2.86810040473938,3.0,7.0,14.0,1.0
31,11,5.1357927322387695,5.074999809265137,4.066863059997559,4.0,10.100000381469727,20.0,1.0
31,12,3.6437339782714844,3.634999990463257,2.622551202774048,3.0,7.0,12.0,1.0
31,13,4.690303802490234,4.714000225067139,3.5267837047576904,4.0,9.0,17.0,1.0
31,14,3.7749226093292236,3.7880001068115234,2.8654940128326416,3.0,7.0,14.0,1.0
31,15,4.1663737297058105,4.271999835968018,3.1051597595214844,3.0,8.0,14.020000457763672,1.0
31,16,4.333401203155518,4.310999870300293,3.3535470962524414,3.0,9.0,16.0,1.0
31,17,5.711250305175781,5.78000020980835,4.42375373840332,5.0,12.0,21.0,1.0
31,18,4.625503063201904,4.543000221252441,3.437753915786743,4.0,9.0,18.0,1.0
31,19,6.651500225067139,6.497000217437744,4.700211524963379,5.0,13.0,23.0,1.0
31,20,5.034123420715332,5.038000106811523,3.505218505859375,4.0,10.0,17.010000228881836,1.0
31,21,6.545791149139404,6.2129998207092285,4.423305511474609,5.0,12.0,20.010000228881836,1.0
31,22,5.647505760192871,5.664000034332275,4.051308631896973,5.0,11.0,17.010000228881836,1.0
31,23,5.252330780029297,5.260000228881836,3.611149311065674,4.0,10.0,17.0,1.0
31,24,5.233733177185059,5.288000106811523,3.4818177223205566,4.0,10.0,17.0,1.0
31,25,6.231581687927246,6.169000148773193,4.866254806518555,5.0,12.0,24.020000457763672,1.0
31,26,4.624183177947998,4.796000003814697,3.1026415824890137,4.0,9.0,16.0,1.0
31,27,6.023846626281738,5.828999996185303,3.9196629524230957,5.0,11.0,19.010000228881836,1.0
31,28,4.288075923919678,4.2220001220703125,2.804766893386841,4.0,8.0,14.0,1.0
31,29,5.546276569366455,5.511000156402588,4.280640125274658,4.0,11.0,22.010000228881836,1.0
31,30,3.6554577350616455,3.5490000247955322,3.6394505500793457,2.0,8.0,16.0,1.0
31,32,2.9904115200042725,2.875,2.6827924251556396,2.0,6.0,14.0,1.0
31,33,4.60392951965332,4.390999794006348,3.818392276763916,3.0,9.0,18.010000228881836,1.0
31,34,2.810084581375122,2.740999937057495,1.952925682067871,2.0,5.0,9.010000228881836,1.0
31,35,4.522380352020264,4.660999774932861,3.6647071838378906,3.0,9.0,17.010000228881836,1.0
31,36,3.3064088821411133,3.2960000038146973,2.6657800674438477,2.0,7.0,12.0,1.0
31,37,4.885693550109863,4.993000030517578,3.944990396499634,4.0,10.0,19.0,1.0
31,38,4.043982982635498,4.046000003814697,3.1291987895965576,3.0,8.0,16.0,1.0
31,39,3.7474327087402344,3.947999954223633,3.4576430320739746,3.0,9.0,16.0,1.0
31,40,3.741380453109741,3.763000011444092,3.055295467376709,3.0,8.0,15.0,1.0
31,41,5.620945930480957,5.9019999504089355,4.980200290679932,4.0,13.0,23.0,1.0
31,42,3.6043519973754883,3.7130000591278076,2.717099666595459,3.0,7.0,13.0,1.0
31,43,4.832921504974365,4.9720001220703125,3.726555347442627,4.0,10.0,19.0,1.0
31,44,3.620454788208008,3.6510000228881836,2.6410601139068604,3.0,7.0,13.0,1.0
31,45,5.250528335571289,5.203999996185303,3.9182116985321045,4.0,11.0,18.0,1.0
31,46,4.171493053436279,4.313000202178955,3.176008701324463,3.0,8.0,15.0,1.0
31,47,4.147224426269531,4.054999828338623,2.8892862796783447,3.0,8.0,15.0,1.0
31,48,4.088387489318848,4.077000141143799,2.999178409576416,3.0,8.0,15.010000228881836,1.0
31,49,4.95965576171875,4.875,3.337270498275757,4.0,9.0,16.0,1.0
31,50,3.680685043334961,3.759000062942505,2.44272780418396,3.0,7.0,13.0,1.0
31,51,4.94038724899292,4.870999813079834,3.216886520385742,4.0,9.0,16.0,1.0
31,52,3.849351406097412,3.984999895095825,2.9790561199188232,3.0,8.0,15.010000228881836,1.0
31,53,5.171402931213379,5.165999889373779,3.3865091800689697,4.0,9.0,17.0,1.0
31,54,3.65828537940979,3.703000068664551,2.2133212089538574,3.0,7.0,11.0,1.0
31,55,3.697356700897217,3.614000082015991,2.4724488258361816,3.0,7.0,13.0,1.0
31,56,3.661923408508301,3.619999885559082,2.1876015663146973,3.0,7.0,11.0,1.0
31,57,4.411645889282227,4.380000114440918,2.394076108932495,4.0,8.0,12.0,1.0
31,58,3.2152693271636963,3.1549999713897705,2.1454544067382812,3.0,6.0,11.0,1.0
31,59,4.421851634979248,4.493000030517578,2.8492016792297363,4.0,9.0,14.0,1.0
31,60,3.425191640853882,3.3329999446868896,1.8847044706344604,3.0,6.0,10.0,1.0
31,61,4.378450870513916,4.598999977111816,2.9451992511749268,4.0,9.0,14.0,1.0
31,62,3.5205912590026855,3.4639999866485596,1.9474865198135376,3.0,6.0,10.010000228881836,1.0
31,63,4.041139602661133,3.9600000381469727,2.572625160217285,3.0,7.0,12.010000228881836,1.0
31,64,1.5163825750350952,1.5529999732971191,0.7491268515586853,1.0,3.0,4.0,1.0
32,0,42.409141540527344,42.31100082397461,27.94512939453125,35.0,80.0,138.0399932861328,1.0
32,1,29.776996612548828,29.5,20.19321632385254,25.0,55.0,89.0,1.0
32,2,19.938737869262695,19.493999481201172,14.849039077758789,15.0,39.0,74.02999877929688,1.0
32,3,17.823490142822266,17.735000610351562,14.116046905517578,14.0,36.0,67.01000213623047,1.0
32,4,10.309991836547852,10.142999649047852,7.758643627166748,8.0,20.0,38.0,1.0
32,5,9.17637825012207,9.277999877929688,7.3217973709106445,7.0,19.0,35.0099983215332,1.0
32,6,6.967421531677246,7.114999771118164,5.350306034088135,6.0,14.0,25.0,1.0
32,7,5.470753192901611,5.324999809265137,3.952894449234009,4.0,10.100000381469727,20.0,1.0
32,8,4.537959098815918,4.374000072479248,3.0387699604034424,3.0,8.0,15.0,1.0
32,9,5.966522693634033,6.039999961853027,4.889621257781982,5.0,12.0,23.010000228881836,1.0
32,10,3.823157548904419,3.8519999980926514,2.769132614135742,3.0,7.0,13.010000228881836,1.0
32,11,5.155600547790527,5.109000205993652,3.7367258071899414,4.0,10.0,18.0,1.0
32,12,3.5488317012786865,3.494999885559082,2.7429864406585693,3.0,7.0,14.0,1.0
32,13,4.624924182891846,4.609000205993652,3.57576847076416,4.0,9.0,16.010000228881836,1.0
32,14,3.722787618637085,3.6110000610351562,2.811704158782959,3.0,7.0,13.010000228881836,1.0
32,15,4.078421592712402,4.329999923706055,3.429154396057129,3.0,9.0,17.0,1.0
32,16,4.453117847442627,4.497000217437744,3.4129154682159424,3.0,9.0,17.010000228881836,1.0
32,17,5.676756858825684,5.702000141143799,4.580523490905762,4.0,11.100000381469727,22.010000228881836,1.0
32,18,4.793809413909912,4.682000160217285,3.3578081130981445,4.0,9.0,17.0,1.0
32,19,6.6031270027160645,6.584000110626221,4.874520301818848,5.0,13.0,22.020000457763672,1.0
32,20,5.002735137939453,4.956999778747559,3.3753740787506104,4.0,9.0,16.0,1.0
32,21,6.513926982879639,6.507999897003174,4.7436203956604,5.0,12.100000381469727,23.0,1.0
32,22,5.746792316436768,5.701000213623047,3.888906955718994,5.0,11.0,19.0,1.0
32,23,5.218799591064453,5.239999771118164,3.505481481552124,4.0,10.0,17.010000228881836,1.0
32,24,5.305463790893555,5.303999900817871,3.6113133430480957,4.0,10.0,17.0,1.0
32,25,6.546398639678955,6.441999912261963,4.767246246337891,5.0,13.0,26.0,1.0
32,26,4.729549407958984,4.728000164031982,2.8743722438812256,4.0,9.0,14.010000228881836,1.0
32,27,6.122074127197266,6.173999786376953,4.360243797302246,5.0,12.0,20.0,1.0
32,28,4.435537338256836,4.396999835968018,3.0092175006866455,4.0,8.100000381469727,13.010000228881836,1.0
32,29,5.6258625984191895,5.563000202178955,4.078729152679443,5.0,11.0,21.0,1.0
32,30,4.572354316711426,4.557000160217285,3.569979190826416,3.0,9.0,17.0,1.0
32,31,2.6424450874328613,2.6080000400543213,2.240164279937744,2.0,6.0,10.0,1.0
32,33,3.785459041595459,3.9730000495910645,3.959832191467285,3.0,9.0,18.0,1.0
32,34,2.345018148422241,2.4649999141693115,1.821750521659851,2.0,5.0,9.010000228881836,1.0
32,35,4.203212261199951,4.110000133514404,3.3585562705993652,3.0,9.0,15.010000228881836,1.0
32,36,3.058953285217285,2.9630000591278076,2.4190142154693604,2.0,6.0,12.0,1.0
32,37,4.721892356872559,4.577000141143799,3.4143917560577393,4.0,9.0,16.010000228881836,1.0
32,38,3.9827473163604736,4.223999977111816,3.186192750930786,3.0,8.0,15.0,1.0
32,39,3.707181453704834,3.7769999504089355,3.1640591621398926,3.0,8.0,16.0,1.0
32,40,3.8884944915771484,3.7780001163482666,2.9001235961914062,3.0,7.0,14.0,1.0
32,41,5.209702968597412,5.052000045776367,4.702052116394043,4.0,11.0,22.010000228881836,1.0
32,42,3.624044418334961,3.7330000400543213,2.7902886867523193,3.0,7.0,13.010000228881836,1.0
32,43,5.00193977355957,4.946000099182129,3.584562063217163,4.0,10.0,17.0,1.0
32,44,3.651179552078247,3.5480000972747803,2.7150866985321045,3.0,7.0,14.0,1.0
32,45,5.187769412994385,5.23199987411499,3.8861515522003174,4.0,11.0,19.0,1.0
32,46,4.120203971862793,4.318999767303467,3.2337653636932373,3.0,8.0,15.010000228881836,1.0
32,47,4.050626754760742,3.9700000286102295,2.7289373874664307,3.0,7.0,13.0,1.0
32,48,4.063088417053223,4.098999977111816,2.77113676071167,4.0,7.0,15.0,1.0
32,49,5.058016777038574,5.10699987411499,3.5552146434783936,4.0,10.0,17.0,1.0
32,50,3.278491258621216,3.236999988555908,2.521275520324707,2.0,7.0,12.0,1.0
32,51,4.556974411010742,4.703000068664551,3.309500217437744,4.0,9.0,15.0,1.0
32,52,4.044682502746582,4.130000114440918,2.8675947189331055,3.0,7.0,16.010000228881836,1.0
32,53,4.91267728805542,4.914000034332275,3.5948023796081543,4.0,10.0,16.0,1.0
32,54,3.674485921859741,3.6730000972747803,2.506804943084717,3.0,7.0,12.0,1.0
32,55,3.6626715660095215,3.6059999465942383,2.5295779705047607,3.0,7.0,12.0,1.0
32,56,3.6031761169433594,3.569999933242798,2.543442487716675,3.0,7.0,12.0,1.0
32,57,4.4559431076049805,4.34499979019165,2.5841777324676514,4.0,8.0,12.0,1.0
32,58,3.2897915840148926,3.431999921798706,2.1696488857269287,3.0,6.0,12.0,1.0
32,59,4.387508869171143,4.265999794006348,2.8822290897369385,3.0,8.0,14.0,1.0
32,60,3.435196876525879,3.437999963760376,2.424903154373169,3.0,6.099999904632568,12.010000228881836,1.0
32,61,4.431405544281006,4.360000133514404,2.6443145275115967,4.0,8.0,13.0,1.0
32,62,3.3142752647399902,3.2660000324249268,2.246162176132202,3.0,6.0,12.0,1.0
32,63,3.8747198581695557,3.8420000076293945,2.610945463180542,3.0,7.0,13.0,1.0
32,64,1.4254950284957886,1.409999966621399,0.5726255178451538,1.0,2.0,3.0,1.0
33,0,42.41924285888672,41.22600173950195,27.179567337036133,35.0,76.0,132.05999755859375,1.0
33,1,29.78730583190918,30.141000747680664,19.723974227905273,25.0,56.0,97.0,1.0
33,2,19.949073791503906,20.375,16.166582107543945,16.0,40.099998474121094,74.0,1.0
33,3,17.837072372436523,17.95800018310547,13.954506874084473,14.0,36.0,61.04999923706055,1.0
33,4,10.425426483154297,10.550000190734863,7.597598075866699,9.0,20.0,38.0099983215332,1.0
33,5,9.335710525512695,9.35099983215332,7.179819107055664,7.0,18.0,37.0,1.0
33,6,6.99491024017334,7.111000061035156,5.040900230407715,6.0,14.0,23.010000228881836,1.0
33,7,5.646989345550537,5.659999847412109,4.091992378234863,4.0,11.0,20.010000228881836,1.0
33,8,4.442633152008057,4.605999946594238,3.3431665897369385,4.0,9.0,16.0,1.0
33,9,5.901455402374268,5.828999996185303,4.402925968170166,5.0,11.0,21.010000228881836,1.0
33,10,3.770648956298828,3.6589999198913574,2.577735185623169,3.0,7.0,12.010000228881836,1.0
33,11,4.921407699584961,4.910999774932861,3.9533629417419434,4.0,10.0,20.010000228881836,1.0
33,12,3.552675247192383,3.625999927520752,2.701874256134033,3.0,7.0,13.010000228881836,1.0
33,13,4.749640464782715,4.704999923706055,3.6916086673736572,4.0,10.0,19.0,1.0
33,14,3.8480725288391113,3.877000093460083,2.885805130004883,3.0,7.0,15.0,1.0
33,15,4.024905204772949,3.9739999771118164,3.1741650104522705,3.0,8.0,15.0,1.0
33,16,4.340106964111328,4.46999979019165,3.30440616607666,4.0,9.0,16.0,1.0
33,17,5.551724433898926,5.934000015258789,4.834629535675049,4.0,13.0,23.0,1.0
33,18,4.6367878913879395,4.691999912261963,3.7498180866241455,4.0,9.0,20.0,1.0
33,19,6.494281768798828,6.39300012588501,5.0969157218933105,5.0,13.0,26.0,1.0
33,20,4.855318069458008,5.11899995803833,3.779264450073242,4.0,10.0,19.0,1.0
33,21,6.253609657287598,6.4029998779296875,5.026787281036377,5.0,13.0,26.0,1.0
33,22,5.5096116065979,5.793000221252441,4.440963268280029,4.0,11.0,22.0,1.0
33,23,5.0628509521484375,5.045000076293945,3.5441465377807617,4.0,9.100000381469727,17.010000228881836,1.0
33,24,5.283568859100342,5.164999961853027,3.524737596511841,4.0,10.0,18.0,1.0
33,25,6.278370380401611,6.642000198364258,5.315245628356934,5.0,13.0,24.010000228881836,1.0
33,26,4.4793548583984375,4.36899995803833,2.8271610736846924,4.0,8.0,14.0,1.0
33,27,5.673017501831055,5.6579999923706055,3.766833543777466,5.0,11.0,17.0,1.0
33,28,4.094353675842285,4.063000202178955,2.944321870803833,3.0,8.0,14.0,1.0
33,29,5.586957931518555,5.281000137329102,3.6709725856781006,4.0,10.0,18.0,1.0
33,30,4.867372989654541,4.7769999504089355,3.693138360977173,4.0,9.0,18.0,1.0
33,31,2.5103228092193604,2.634999990463257,2.3651161193847656,2.0,6.0,12.0,1.0
33,32,3.0019607543945312,3.000999927520752,2.659135103225708,2.0,7.0,13.0,1.0
33,34,1.600000023841858,1.524999976158142,0.9259454607963562,1.0,3.0,5.0,1.0
33,35,3.4781296253204346,3.3369998931884766,3.3969738483428955,2.0,8.0,15.020000457763672,1.0
33,36,2.8272788524627686,2.8239998817443848,2.4966025352478027,2.0,6.0,13.0,1.0
33,37,4.301393985748291,4.61299991607666,3.936906337738037,4.0,10.0,18.010000228881836,1.0
33,38,3.41351318359375,3.4769999980926514,2.861375570297241,3.0,7.0,14.010000228881836,1.0
33,39,3.5355939865112305,3.565000057220459,3.1593945026397705,3.0,8.0,16.0,1.0
33,40,3.6922473907470703,3.6700000762939453,3.192976713180542,3.0,8.0,16.0,1.0
33,41,5.087778091430664,4.761000156402588,4.245689392089844,3.0,10.0,21.0,1.0
33,42,3.205225706100464,3.3980000019073486,2.993258476257324,2.5,7.0,13.0,1.0
33,43,4.798995494842529,5.011000156402588,3.8142993450164795,4.0,10.0,19.010000228881836,1.0
33,44,3.485599994659424,3.507999897003174,2.9161508083343506,3.0,7.0,13.010000228881836,1.0
33,45,5.3490214347839355,5.314000129699707,4.409921169281006,4.0,11.0,20.010000228881836,1.0
33,46,3.8890769481658936,3.9860000610351562,3.1368463039398193,3.0,8.0,15.0,1.0
33,47,3.8367133140563965,3.9089999198913574,3.1216530799865723,3.0,8.0,14.0,1.0
33,48,3.779231309890747,3.861999988555908,2.794093132019043,3.0,8.0,14.010000228881836,1.0
33,49,4.333414077758789,4.367000102996826,3.3202877044677734,3.0,9.0,16.0,1.0
33,50,3.3753979206085205,3.2769999504089355,2.1095666885375977,3.0,6.0,11.0,1.0
33,51,4.786454200744629,4.729000091552734,2.9707844257354736,4.0,9.0,14.0,1.0
33,52,3.7639355659484863,3.624000072479248,2.622713088989258,3.0,6.0,13.010000228881836,1.0
33,53,5.078458309173584,4.938000202178955,2.998358964920044,4.0,9.0,15.010000228881836,1.0
33,54,3.7416462898254395,3.734999895095825,2.165358066558838,3.0,7.0,11.010000228881836,1.0
33,55,3.72544002532959,3.6530001163482666,2.1837105751037598,3.0,6.0,11.0,1.0
33,56,3.444711685180664,3.4179999828338623,2.4793701171875,3.0,7.0,11.0,1.0
33,57,4.319056510925293,4.322000026702881,2.5675504207611084,4.0,7.0,13.0,1.0
33,58,3.1283140182495117,3.0420000553131104,1.8199548721313477,3.0,5.0,10.0,1.0
33,59,4.112500190734863,4.198999881744385,2.877046823501587,4.0,8.0,13.010000228881836,1.0
33,60,3.0522024631500244,2.9719998836517334,2.0883524417877197,3.0,6.0,11.0,1.0
33,61,4.266713619232178,4.263999938964844,2.832367181777954,4.0,8.0,15.0,1.0
33,62,3.404620409011841,3.4159998893737793,1.970518708229065,3.0,6.0,9.0,1.0
